row ID,row m/z,row retention time,20220513_PMA_DBGI_01_04_001.mzML Peak area,20220513_PMA_DBGI_01_04_002.mzML Peak area,20220513_PMA_DBGI_01_04_004.mzML Peak area,20220513_PMA_DBGI_01_04_007.mzML Peak area,20220513_PMA_DBGI_01_04_012.mzML Peak area,20220513_PMA_DBGI_01_04_013.mzML Peak area,20220513_PMA_DBGI_01_04_016.mzML Peak area,20220513_PMA_DBGI_01_04_018.mzML Peak area,20220513_PMA_DBGI_01_04_019.mzML Peak area,20220513_PMA_DBGI_01_04_021.mzML Peak area,20220513_PMA_DBGI_01_04_023.mzML Peak area,20220513_PMA_DBGI_01_04_024.mzML Peak area,20220513_PMA_DBGI_01_04_025.mzML Peak area,20220513_PMA_DBGI_01_04_026.mzML Peak area,20220513_PMA_DBGI_01_04_027.mzML Peak area,20220513_PMA_DBGI_01_04_028.mzML Peak area,20220513_PMA_DBGI_01_04_029.mzML Peak area,20220513_PMA_DBGI_01_04_035.mzML Peak area,20220513_PMA_DBGI_01_04_036.mzML Peak area,20220513_PMA_DBGI_01_04_037.mzML Peak area,20220513_PMA_DBGI_01_04_038.mzML Peak area,20220513_PMA_DBGI_01_04_040.mzML Peak area,20220513_PMA_DBGI_01_04_044.mzML Peak area,20220513_PMA_DBGI_01_04_045.mzML Peak area,20220513_PMA_DBGI_01_04_048.mzML Peak area,20220513_PMA_DBGI_01_04_049.mzML Peak area,20220513_PMA_DBGI_01_04_053.mzML Peak area,20220513_PMA_DBGI_01_04_054.mzML Peak area,20220513_PMA_DBGI_01_04_056.mzML Peak area,20220513_PMA_DBGI_01_04_059.mzML Peak area,20220513_PMA_DBGI_01_04_060.mzML Peak area,20220513_PMA_DBGI_01_04_062.mzML Peak area,20220513_PMA_DBGI_01_04_074.mzML Peak area,20220513_PMA_DBGI_01_04_076.mzML Peak area,20220513_PMA_DBGI_01_04_077.mzML Peak area,20220513_PMA_DBGI_01_04_078.mzML Peak area,20220513_PMA_DBGI_01_04_079.mzML Peak area,20220513_PMA_DBGI_01_04_087.mzML Peak area,20220513_PMA_DBGI_01_11_001.mzML Peak area,20220513_PMA_DBGI_01_11_002.mzML Peak area,20220513_PMA_DBGI_01_11_003.mzML Peak area,20220513_PMA_DBGI_01_11_004.mzML Peak area,20220513_PMA_DBGI_01_11_005.mzML Peak area,20220513_PMA_DBGI_01_11_006.mzML Peak area,20220513_PMA_DBGI_01_11_007.mzML Peak area,20220513_PMA_DBGI_01_11_008.mzML Peak area,20220513_PMA_DBGI_01_11_009.mzML Peak area,20220513_PMA_DBGI_01_11_010.mzML Peak area,20220513_PMA_DBGI_01_11_011.mzML Peak area,20220513_PMA_DBGI_01_11_012.mzML Peak area,20220513_PMA_DBGI_01_11_013.mzML Peak area,20220513_PMA_DBGI_01_11_014.mzML Peak area,20220513_PMA_DBGI_01_11_015.mzML Peak area,20220513_PMA_DBGI_01_11_016.mzML Peak area,20220513_PMA_DBGI_01_11_017.mzML Peak area,20220513_PMA_DBGI_01_11_018.mzML Peak area,20220513_PMA_DBGI_01_11_019.mzML Peak area,20220513_PMA_DBGI_01_11_020.mzML Peak area,20220513_PMA_DBGI_01_11_021.mzML Peak area,20220513_PMA_DBGI_01_11_022.mzML Peak area,20220513_PMA_DBGI_01_11_023.mzML Peak area,20220513_PMA_DBGI_01_11_024.mzML Peak area,20220513_PMA_DBGI_01_11_025.mzML Peak area,20220513_PMA_DBGI_01_11_026.mzML Peak area,20220513_PMA_DBGI_01_11_027.mzML Peak area,20220513_PMA_DBGI_01_11_028.mzML Peak area,20220513_PMA_DBGI_01_11_029.mzML Peak area,20220513_PMA_DBGI_01_11_030.mzML Peak area,20220513_PMA_DBGI_01_11_031.mzML Peak area,20220513_PMA_DBGI_01_11_032.mzML Peak area,20220513_PMA_DBGI_01_11_033.mzML Peak area,20220513_PMA_DBGI_01_11_034.mzML Peak area,20220513_PMA_DBGI_01_11_035.mzML Peak area,20220513_PMA_DBGI_01_11_036.mzML Peak area,20220513_PMA_DBGI_01_11_037.mzML Peak area,20220513_PMA_DBGI_01_11_038.mzML Peak area,20220513_PMA_DBGI_01_11_039.mzML Peak area,20220513_PMA_DBGI_01_11_040.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl01.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl01_20220514021041.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl02.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl02_20220514022633.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl03.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl03_20220514024225.mzML Peak area,
8483,312.25311279296875,7.669391199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969252.339346132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8484,305.0997009277344,1.6330402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4026849.2824844937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8485,320.2583923339844,6.1979576666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3343416.627384177,2076107.6890512023,0,0,0,0,0,1797581.564019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8486,354.26385498046875,5.5770192000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364429.535049741,0,0,0,0,0,0,0,0,0,0,0,2780234.8877591575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8487,153.0406265258789,1.37954395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6330984.343398752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294042.7377130017,0,0,0,0,0,0,0,0,0,0,0,0,0,
8488,237.9800262451172,1.8182039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5797975.697385745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8489,298.128662109375,1.7124598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5437870.904379195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8490,333.15113321940106,8.981929766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3917792.6005263138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247285.560700418,0,0,0,0,0,2591000.0993443322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8491,333.20357598198785,6.328574233333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5461056.811842185,0,0,0,7196738.605457594,0,0,3503331.110166001,0,0,0,0,3.877572525938124E7,0,0,2146079.778141402,0,1976511.430231865,0,0,0,0,0,0,0,0,0,0,1.7324668112906594E7,9343043.86449579,0,0,0,0,0,0,0,0,0,1.448012054360382E7,0,0,0,0,0,0,
8492,596.3101196289062,6.9895204500000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823436.925367321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4595647.306855479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8493,613.4825066460503,10.556929666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109148.2225455465,3113383.9528537137,0,3063853.505718672,0,0,0,0,0,6376357.88026873,0,0,0,0,2785883.3504587556,0,0,0,0,0,0,0,3623954.3799225143,9255248.1469678,0,0,0,0,0,1157721.3646106275,2672015.8367494163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8495,492.3166198730469,4.2749635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287016.0983037534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8498,279.23186645507815,8.16259504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383769.613773417,0,0,0,1065560.1205417423,0,0,0,5063638.635574884,0,0,0,0,0,0,0,0,939894.4237528183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202547.33847022,0,0,0,0,0,0,0,0,0,0,0,
8499,367.1507110595703,6.97125305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2822056.4952289215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8664503.567664068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8502,191.98229026794434,0.5924466899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984060.5311264307,0,0,1.2828826975387728E7,0,0,0,0,0,0,0,0,0,0,0,0,0,9851771.572539648,0,0,0,0,0,0,0,0,0,0,0,0,1.4748474664550778E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8504,351.1466979980469,7.0870649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4433857.116215872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8505,343.0428161621094,2.0532857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5376565.765878945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8506,266.1022033691406,2.6358723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2669427.71984756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8508,438.2640075683594,5.3861479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568509.040397151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8510,272.94158935546875,0.51870768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918814.0006387704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8513,216.0866241455078,1.9118773500000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5695564.611569906,0,0,8483504.790437426,0,0,0,0,0,1.1990103114733113E7,0,0,0,0,0,0,0,3176434.2216281276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8514,574.3256072998047,7.778542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592017.8818767252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986963.101364246,0,0,0,0,0,2225995.726537294,0,1102356.3327219284,0,0,0,0,0,0,0,0,0,
8517,291.1954305013021,5.877719206666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522691.264965231,0,5736170.951202129,895822.8880985373,6606139.86670493,0,950282.5669033099,3026850.575680539,2052907.0322246363,0,0,0,7337211.94434794,0,0,0,0,0,2039846.8368583075,0,0,0,0,0,0,0,4986311.30770292,0,1858136.354591818,6166839.4045199845,0,0,2832921.823164923,0,0,0,0,1586922.2809610795,0,1.5193506290206071E7,0,0,0,0,0,0,
8519,396.2169494628906,4.6411638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992259.2511158728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8520,280.13914489746094,0.80002223625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5602275.656416091,0,0,0,0,0,1.779954787070272E7,6150929.467001998,0,0,2696376.540070629,0,0,0,0,0,0,3907381.377650097,0,0,0,0,0,4010653.6396953906,0,0,1.7573038396928012E7,0,0,0,0,0,0,0,0,0,0,3203988.888703649,0,0,0,0,0,0,0,0,
8521,297.24239458356584,8.230016571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470767.5939537003,0,0,0,4042334.726587561,0,0,0,1844496.7084217279,0,0,0,0,0,0,0,0,1757192.631460888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801561.7902384223,3461592.307957295,0,1893486.8634701255,0,0,0,0,0,0,0,0,0,
8524,307.1903381347656,7.0410782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481598.8295636186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8528,618.4276733398438,7.7292213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048148.6688239416,0,0,0,0,0,1321813.1128897874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8531,340.2845720563616,7.704843285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630894.820716855,0,0,2591041.791371286,3677691.617936595,0,2161862.873250037,0,1864855.8286194652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146147.8403182025,0,0,0,0,2187959.7769111507,0,0,0,0,0,0,
8532,404.3160095214844,9.8506903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126066.510981278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8533,279.23203735351564,7.70568894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435607.2788246735,0,0,0,2575971.3943327265,0,0,0,1790113.272717431,0,0,0,7113633.644922675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792188.4539774435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8534,390.2843780517578,4.0117768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3975197.002305177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6398682.861291739,0,0,0,0,0,0,
8536,307.1903381347656,5.919229916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133530.3277286114,0,0,0,0,0,0,2478145.225401179,0,0,0,0,4283161.315997104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553355.8932260755,2006008.3269221345,0,0,0,1954210.9522981022,0,0,0,0,0,0,0,
8539,137.04579480489096,1.1900394416666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7588592.247057186,0,8411026.435122557,0,8146945.536263997,0,0,2.2131715184062522E7,0,0,1.9102307905264854E7,0,7328460.193541804,0,0,0,0,0,0,0,0,0,0,1.7774772097566377E7,0,0,5775766.397590124,0,0,0,0,0,0,7846167.485458874,1.1760386588578884E7,0,0,2.259007328952808E7,4673517.300911813,0,0,0,0,0,0,0,
8540,311.22156524658203,5.26750375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7127493.5864064265,0,0,0,0,0,0,0,0,0,1175417.6482571303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8541,311.22169494628906,5.2712976000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965200.090902247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545968.9121584937,7592109.622420843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8542,340.2845967610677,7.139893399999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712608.0748872599,0,0,0,2937676.1516673733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750740.290197243,0,0,0,0,0,0,
8543,187.0086669921875,0.97867136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6418570.718739455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8544,374.2902323404948,5.15921315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925578.6760499896,0,0,0,0,0,3674017.702116206,0,0,0,0,0,3157601.5368552096,0,0,0,0,0,0,0,0,0,0,1991910.6721959675,0,0,2980945.332335201,0,0,0,0,0,0,0,0,0,0,0,0,6950217.161330223,0,0,0,0,0,0,
8545,395.2904357910156,7.9584117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886827.4204343564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8546,277.2162170410156,8.9246881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049689.365431368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8547,330.2638905843099,6.770392733333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852761.9201232425,0,0,0,0,0,0,0,0,0,0,0,5475239.910701637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539636.3483805144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8548,313.2369842529297,5.610242100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094716.186924765,0,0,0,0,0,0,0,0,3863524.6196928867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8549,371.1126403808594,5.2121922000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3119249.9325268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0380591646789106E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8550,591.2600463867187,9.603249626666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960079.0110142245,0,0,1.2099009044619326E7,0,0,3521997.5744450074,0,1529006.5195273533,0,2937987.90614976,0,0,2082147.3806595255,4066048.960633404,0,0,3436791.56044711,0,0,1214014.385676162,932820.7731235849,0,6154759.0881425915,0,0,0,0,0,5606243.917250534,0,2197932.2670718366,1116255.5320997175,0,0,0,0,4867005.312783772,0,0,0,0,0,0,0,0,
8551,874.84912109375,5.8171203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313842.3485877016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8553,1146.130859375,5.5456725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385593.490028083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8554,354.2638854980469,5.693292400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683437.8327594125,0,0,0,0,0,0,0,0,0,0,0,5235197.107966914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8555,275.20054117838544,7.448187966666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581756.3250463074,0,0,0,0,0,0,0,0,0,0,0,2806623.5359353614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261314.4127906184,0,0,0,0,0,0,
8557,173.11715698242188,8.9246881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803541.109821117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8558,391.25933837890625,5.9111959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450836.949462996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8560,424.2845764160156,7.372581299999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020197.948883617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8561,300.28969319661456,8.001282066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223781.693597368,0,0,0,0,0,0,0,0,0,0,0,0,2043094.139601011,0,0,0,920681.8093160458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8563,220.16939697265624,3.59460312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145521.0294909943,4996647.677072899,0,0,3074220.185532189,0,0,0,0,0,0,0,0,0,0,0,0,0,8655753.642798543,0,0,0,0,0,0,9228076.663961455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8564,310.1131591796875,0.796623545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755176.062690276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5511555.388732441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
